,0,1,2,3,4,5,6,7
5,56,蔚来ES8,93,蔚来,49.60,65.60,https://www.16888.com/127767/options/,201911
6,57,名爵6新能源,69,上汽名爵,14.58,19.98,https://www.16888.com/128014/options/,201911
7,58,星越新能源,67,吉利新能源,17.58,21.68,https://www.16888.com/128471/options/,201911
8,59,启辰E30,65,东风启辰,7.24,8.54,https://www.16888.com/126687/options/,201911
9,60,云度π3,60,云度新能源,11.98,14.48,https://www.16888.com/127866/options/,201911
10,61,起亚K3新能源,55,起亚,16.68,20.68,https://www.16888.com/128597/options/,201911
11,62,蒙迪欧新能源,54,长安福特,0.00,0.00,https://www.16888.com/128007/options/,201911
12,63,轩逸·纯电,52,东风日产,23.80,25.40,https://www.16888.com/128225/options/,201911
13,64,缤越新能源,45,吉利新能源,11.98,13.58,https://www.16888.com/128486/options/,201911
14,65,上汽大通MAXUS EG10,44,上汽大通,29.93,41.68,https://www.16888.com/127883/options/,201911
15,66,上汽大通MAXUS EUNIQ 5,40,上汽大通,16.58,21.28,https://www.16888.com/128501/options/,201911
16,67,祺智EV,38,广汽三菱新能源,12.98,13.98,https://www.16888.com/128230/options/,201911
17,68,荣威e950,37,上汽集团,0.00,0.00,https://www.16888.com/127363/options/,201911
18,69,欧尚EV,36,长安汽车,0.00,0.00,https://www.16888.com/128158/options/,201911
19,70,菱智M5EV,33,东风风行,14.99,17.39,https://www.16888.com/128231/options/,201911
20,71,领克03新能源,23,领克,17.67,19.67,https://www.16888.com/128553/options/,201911
21,72,奔腾X40新能源,12,一汽奔腾,0.00,0.00,https://www.16888.com/128305/options/,201911
22,73,风行S50EV,7,东风风行,13.19,18.09,https://www.16888.com/127908/options/,201911
23,74,易至EX5,4,江铃集团新能源,12.58,13.28,https://www.16888.com/128037/options/,201911
24,75,北汽新能源EX,2,北汽新能源,0.00,0.00,https://www.16888.com/127378/options/,201911
25,76,传祺GE3,2,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,201911
26,77,知豆D2,1,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201911
27,78,开瑞K60EV,1,开瑞汽车,19.88,20.88,https://www.16888.com/128152/options/,201911
28,79,路盛S1 iEV360,0,华泰新能源,0.00,0.00,https://www.16888.com/128035/options/,201911
29,80,起亚KX3新能源,0,起亚,23.98,23.98,https://www.16888.com/128265/options/,201911
30,81,腾势,0,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201911
31,82,云100,0,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201911
32,83,尼欧Ⅱ,0,长安汽车,0.00,0.00,https://www.16888.com/128309/options/,201911
33,84,奇瑞eQ,0,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201911
34,85,众泰Z500新能源,0,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201911
35,86,江铃E160,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,201911
36,87,睿行ES30,0,长安凯程,6.68,6.98,https://www.16888.com/128683/options/,201911
37,88,众泰E200,0,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201911
38,89,风光580新能源,0,东风小康,0.00,0.00,https://www.16888.com/128368/options/,201911
39,90,众泰T300新能源,0,众泰新能源,0.00,0.00,https://www.16888.com/128041/options/,201911
40,91,奥迪A6L新能源,0,一汽-大众奥迪,50.80,50.80,https://www.16888.com/128135/options/,201911
41,92,江铃E200L,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201911
42,93,VELITE 5,0,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201911
43,94,荣威MARVEL X,0,上汽集团,0.00,0.00,https://www.16888.com/128182/options/,201911
44,95,宋新能源,0,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201911
45,96,传祺GS4新能源,0,广汽乘用车,16.38,19.38,https://www.16888.com/127749/options/,201911
46,97,比亚迪S2,0,比亚迪,0.00,0.00,https://www.16888.com/128487/options/,201911
47,98,传祺GA3S PHEV,0,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201911
48,99,野马EC30,0,野马汽车,0.00,0.00,https://www.16888.com/128211/options/,201911
49,100,路盛S1 EV160B,0,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201911
0,101,长安CS75 PHEV,0,长安汽车,17.68,20.78,https://www.16888.com/128224/options/,201911
1,102,LITE,0,北汽新能源,11.08,12.68,https://www.16888.com/127843/options/,201911
2,103,小蚂蚁,0,奇瑞新能源,7.39,9.40,https://www.16888.com/127686/options/,201911
3,104,力帆820EV,0,力帆汽车,0.00,0.00,https://www.16888.com/128237/options/,201911
4,105,WEY P8,0,长城汽车,0.00,0.00,https://www.16888.com/127841/options/,201911
0,1,奔腾B30EV,8735,一汽奔腾,0.00,0.00,https://www.16888.com/128151/options/,201912
1,2,宝骏E100,8352,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,201912
2,3,北京EU5,7411,BEIJING汽车,12.99,17.19,https://www.16888.com/128299/options/,201912
3,4,荣威Ei5,5457,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,201912
4,5,北汽新能源EU,5452,北汽新能源,7.98,7.98,https://www.16888.com/127152/options/,201912
5,6,北汽新能源EC,5318,北汽新能源,0.00,0.00,https://www.16888.com/127675/options/,201912
6,7,名爵EZS纯电动,4714,上汽名爵,11.98,14.98,https://www.16888.com/128403/options/,201912
7,8,朗逸纯电,3872,上汽大众,14.89,14.89,https://www.16888.com/128595/options/,201912
8,9,启辰D60EV,3746,东风启辰,12.98,17.88,https://www.16888.com/128626/options/,201912
9,10,帕萨特新能源,3376,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,201912
10,11,欧拉黑猫,2303,长城新能源,8.48,9.98,https://www.16888.com/128302/options/,201912
11,12,蔚来ES6,2300,蔚来,36.80,55.40,https://www.16888.com/127934/options/,201912
12,13,宝马5系新能源,2300,华晨宝马,49.99,53.69,https://www.16888.com/127997/options/,201912
13,14,风行S50EV,1951,东风风行,13.19,18.09,https://www.16888.com/127908/options/,201912
14,15,东风风神E70,1826,东风乘用车,14.28,15.38,https://www.16888.com/127868/options/,201912
15,16,宋Pro新能源,1782,比亚迪,14.08,16.58,https://www.16888.com/128490/options/,201912
16,17,秦新能源,1669,比亚迪,12.99,17.48,https://www.16888.com/128198/options/,201912
17,18,比亚迪e2,1566,比亚迪,9.58,14.58,https://www.16888.com/128578/options/,201912
18,19,小鹏G3,1485,小鹏汽车,16.89,20.19,https://www.16888.com/127961/options/,201912
19,20,逸动新能源,1484,长安汽车,14.99,15.99,https://www.16888.com/127732/options/,201912
20,21,元新能源,1434,比亚迪,0.00,0.00,https://www.16888.com/128065/options/,201912
21,22,雷诺 e诺,1249,东风雷诺,0.00,0.00,https://www.16888.com/128590/options/,201912
22,23,广汽丰田iA5,1178,广汽丰田新能源,15.98,19.28,https://www.16888.com/128629/options/,201912
23,24,唐新能源,1150,比亚迪,20.98,34.28,https://www.16888.com/126549/options/,201912
24,25,卡罗拉双擎E+,1133,一汽丰田,20.78,23.08,https://www.16888.com/128378/options/,201912
25,26,几何A,1070,几何汽车,12.68,20.78,https://www.16888.com/128369/options/,201912
26,27,奥迪Q2L e-tron,1049,一汽-大众奥迪,24.38,24.38,https://www.16888.com/128744/options/,201912
27,28,长安CS15EV,870,长安汽车,8.98,9.88,https://www.16888.com/127880/options/,201912
28,29,雷凌双擎E+,776,广汽丰田,20.38,21.88,https://www.16888.com/128401/options/,201912
29,30,北汽新能源EX,756,北汽新能源,0.00,0.00,https://www.16888.com/127378/options/,201912
30,31,传祺GE3,729,广汽埃安,0.00,0.00,https://www.16888.com/127748/options/,201912
31,32,比亚迪e3,688,比亚迪,15.48,15.58,https://www.16888.com/128565/options/,201912
32,33,比亚迪e5,589,比亚迪,22.07,22.07,https://www.16888.com/127290/options/,201912
33,34,荣威i6新能源,579,上汽集团,14.78,20.18,https://www.16888.com/127701/options/,201912
34,35,东风本田X-NV,565,东风本田,16.98,17.98,https://www.16888.com/128516/options/,201912
35,36,帝豪GL新能源,563,吉利新能源,15.28,16.88,https://www.16888.com/128498/options/,201912
36,37,欧尚EV,563,长安汽车,0.00,0.00,https://www.16888.com/128158/options/,201912
37,38,途观L新能源,543,上汽大众,26.11,27.21,https://www.16888.com/128249/options/,201912
38,39,领动插电混动,543,北京现代,15.78,17.88,https://www.16888.com/128596/options/,201912
39,40,菱智M5EV,542,东风风行,14.99,17.39,https://www.16888.com/128231/options/,201912
40,41,Aion LX,510,广汽埃安,28.66,46.96,https://www.16888.com/128584/options/,201912
41,42,艾瑞泽5e,469,奇瑞新能源,15.98,15.98,https://www.16888.com/127815/options/,201912
42,43,昂希诺纯电动,408,北京现代,17.28,19.88,https://www.16888.com/128719/options/,201912
43,44,比亚迪e1,360,比亚迪,5.99,7.99,https://www.16888.com/128426/options/,201912
44,45,欧拉iQ,350,长城新能源,11.48,15.03,https://www.16888.com/128188/options/,201912
45,46,易至EX5,337,江铃集团新能源,12.58,13.28,https://www.16888.com/128037/options/,201912
46,47,嘉际新能源,274,吉利新能源,14.58,16.88,https://www.16888.com/128402/options/,201912
47,48,江淮iEV6E,272,江淮汽车,5.95,7.55,https://www.16888.com/127487/options/,201912
48,49,瑞虎e,257,奇瑞新能源,10.88,13.78,https://www.16888.com/128532/options/,201912
49,50,蒙迪欧新能源,247,长安福特,0.00,0.00,https://www.16888.com/128007/options/,201912
0,51,索纳塔插电混动,244,北京现代,22.28,25.68,https://www.16888.com/128153/options/,201912
1,52,名爵6新能源,241,上汽名爵,14.58,19.98,https://www.16888.com/128014/options/,201912
2,53,领克01新能源,231,领克,19.97,22.78,https://www.16888.com/128145/options/,201912
3,54,宋MAX新能源,207,比亚迪,14.78,17.48,https://www.16888.com/128417/options/,201912
4,55,北汽EC100,181,北汽昌河,7.18,7.58,https://www.16888.com/128796/options/,201912
5,56,LITE,160,北汽新能源,11.08,12.68,https://www.16888.com/127843/options/,201912
6,57,奔驰EQC,160,北京奔驰,49.19,57.98,https://www.16888.com/128206/options/,201912
7,58,WEY VV7新能源,150,长城汽车,21.98,23.98,https://www.16888.com/128748/options/,201912
8,59,云度π1,134,云度新能源,7.48,7.98,https://www.16888.com/127865/options/,201912
9,60,领克02新能源,131,领克,18.27,19.77,https://www.16888.com/128628/options/,201912
10,61,领克03新能源,115,领克,17.67,19.67,https://www.16888.com/128553/options/,201912
11,62,起亚K5新能源,110,起亚,22.28,23.98,https://www.16888.com/128184/options/,201912
12,63,江淮iEV,93,江淮汽车,9.45,9.45,https://www.16888.com/126533/options/,201912
13,64,启辰E30,89,东风启辰,7.24,8.54,https://www.16888.com/126687/options/,201912
14,65,帝豪GSe,84,吉利新能源,10.99,15.99,https://www.16888.com/128078/options/,201912
15,66,起亚K3新能源,83,起亚,16.68,20.68,https://www.16888.com/128597/options/,201912
16,67,缤越新能源,74,吉利新能源,11.98,13.58,https://www.16888.com/128486/options/,201912
17,68,蔚来ES8,63,蔚来,49.60,65.60,https://www.16888.com/127767/options/,201912
18,69,轩逸·纯电,62,东风日产,23.80,25.40,https://www.16888.com/128225/options/,201912
19,70,红旗E-HS3,60,一汽红旗,22.58,26.58,https://www.16888.com/128491/options/,201912
20,71,云度π3,58,云度新能源,11.98,14.48,https://www.16888.com/127866/options/,201912
21,72,奥迪A6L新能源,58,一汽-大众奥迪,50.80,50.80,https://www.16888.com/128135/options/,201912
22,73,星越新能源,54,吉利新能源,17.58,21.68,https://www.16888.com/128471/options/,201912
23,74,沃尔沃S60新能源,51,沃尔沃亚太,39.99,46.19,https://www.16888.com/128327/options/,201912
24,75,上汽大通MAXUS EG10,48,上汽大通,29.93,41.68,https://www.16888.com/127883/options/,201912
25,76,上汽大通MAXUS EUNIQ 5,40,上汽大通,16.58,21.28,https://www.16888.com/128501/options/,201912
26,77,开瑞K60EV,40,开瑞汽车,19.88,20.88,https://www.16888.com/128152/options/,201912
27,78,广汽本田VE-1,31,广汽本田,15.98,18.68,https://www.16888.com/128273/options/,201912
28,79,祺智EV,27,广汽三菱新能源,12.98,13.98,https://www.16888.com/128230/options/,201912
29,80,风光E1,26,东风小康,6.18,7.38,https://www.16888.com/128715/options/,201912
30,81,江淮iEVA50,24,江淮汽车,12.98,14.55,https://www.16888.com/128025/options/,201912
31,82,宝来·纯电,21,一汽-大众,0.00,0.00,https://www.16888.com/128689/options/,201912
32,83,帅客新能源,20,郑州日产,0.00,0.00,https://www.16888.com/128096/options/,201912
33,84,江淮iEVA60,15,江淮汽车,0.00,0.00,https://www.16888.com/128437/options/,201912
34,85,起亚KX3新能源,6,起亚,23.98,23.98,https://www.16888.com/128265/options/,201912
35,86,荣威MARVEL X,2,上汽集团,0.00,0.00,https://www.16888.com/128182/options/,201912
36,87,瑞虎3xe,1,奇瑞新能源,9.38,10.68,https://www.16888.com/127976/options/,201912
37,88,比亚迪S2,0,比亚迪,0.00,0.00,https://www.16888.com/128487/options/,201912
38,89,众泰T300新能源,0,众泰新能源,0.00,0.00,https://www.16888.com/128041/options/,201912
39,90,小蚂蚁,0,奇瑞新能源,7.39,9.40,https://www.16888.com/127686/options/,201912
40,91,秦Pro新能源,0,比亚迪,13.69,20.49,https://www.16888.com/128228/options/,201912
41,92,比亚迪e6,0,比亚迪,0.00,0.00,https://www.16888.com/57330/options/,201912
42,93,富康ES500,0,东风新能源,14.18,14.18,https://www.16888.com/128264/options/,201912
43,94,荣威E50,0,上汽集团,0.00,0.00,https://www.16888.com/126231/options/,201912
44,95,WEY P8,0,长城汽车,0.00,0.00,https://www.16888.com/127841/options/,201912
45,96,腾势,0,腾势汽车,29.88,32.88,https://www.16888.com/126366/options/,201912
46,97,迈威新能源,0,力帆汽车,20.98,20.98,https://www.16888.com/128236/options/,201912
47,98,力帆820EV,0,力帆汽车,0.00,0.00,https://www.16888.com/128237/options/,201912
48,99,云100,0,众泰新能源,0.00,0.00,https://www.16888.com/126716/options/,201912
49,100,路盛S1 iEV360,0,华泰新能源,0.00,0.00,https://www.16888.com/128035/options/,201912
0,101,奇瑞eQ,0,奇瑞新能源,15.99,17.19,https://www.16888.com/126754/options/,201912
1,102,众泰E200,0,众泰新能源,0.00,0.00,https://www.16888.com/126973/options/,201912
2,103,芝麻,0,众泰新能源,0.00,0.00,https://www.16888.com/126974/options/,201912
3,104,知豆D2,0,知豆电动车,0.00,0.00,https://www.16888.com/127043/options/,201912
4,105,荣威e550,0,上汽集团,0.00,0.00,https://www.16888.com/127264/options/,201912
5,106,众泰Z500新能源,0,众泰新能源,0.00,0.00,https://www.16888.com/126703/options/,201912
6,107,广汽ix4,0,广汽丰田新能源,0.00,0.00,https://www.16888.com/128301/options/,201912
7,108,荣威e950,0,上汽集团,0.00,0.00,https://www.16888.com/127363/options/,201912
8,109,奔腾X40新能源,0,一汽奔腾,0.00,0.00,https://www.16888.com/128305/options/,201912
9,110,尼欧Ⅱ,0,长安汽车,0.00,0.00,https://www.16888.com/128309/options/,201912
10,111,全球鹰K12,0,康迪电动汽车集团,0.00,0.00,https://www.16888.com/127525/options/,201912
11,112,江铃E160,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127754/options/,201912
12,113,江铃E200L,0,江铃集团新能源,0.00,0.00,https://www.16888.com/127530/options/,201912
13,114,欧力威EV,0,长安汽车,0.00,0.00,https://www.16888.com/127768/options/,201912
14,115,江铃E100B,0,江铃集团新能源,0.00,0.00,https://www.16888.com/126854/options/,201912
15,116,风光580新能源,0,东风小康,0.00,0.00,https://www.16888.com/128368/options/,201912
16,117,VELITE 5,0,上汽通用别克,0.00,0.00,https://www.16888.com/127696/options/,201912
17,118,思皓E20X,0,江淮大众,12.80,13.80,https://www.16888.com/128653/options/,201912
18,119,宋新能源,0,比亚迪,0.00,0.00,https://www.16888.com/127723/options/,201912
19,120,传祺GS4新能源,0,广汽乘用车,16.38,19.38,https://www.16888.com/127749/options/,201912
20,121,电咖·EV10,0,电咖汽车,0.00,0.00,https://www.16888.com/127902/options/,201912
21,122,传祺GA3S PHEV,0,广汽埃安,16.48,17.48,https://www.16888.com/127752/options/,201912
22,123,帝豪新能源,0,吉利新能源,13.58,16.18,https://www.16888.com/127691/options/,201912
23,124,睿行ES30,0,长安凯程,6.68,6.98,https://www.16888.com/128683/options/,201912
24,125,长城C30新能源,0,长城汽车,0.00,0.00,https://www.16888.com/127728/options/,201912
25,126,野马EC30,0,野马汽车,0.00,0.00,https://www.16888.com/128211/options/,201912
26,127,路盛S1 EV160B,0,华泰新能源,0.00,0.00,https://www.16888.com/127884/options/,201912
27,128,长安CS75 PHEV,0,长安汽车,17.68,20.78,https://www.16888.com/128224/options/,201912
0,1,荣威Ei5,3068,上汽集团,13.98,15.38,https://www.16888.com/127904/options/,202001
1,2,宝马5系新能源,3000,华晨宝马,49.99,53.69,https://www.16888.com/127997/options/,202001
2,3,帕萨特新能源,2217,上汽大众,23.32,24.22,https://www.16888.com/128252/options/,202001
3,4,奔腾B30EV,2161,一汽奔腾,0.00,0.00,https://www.16888.com/128151/options/,202001
4,5,蔚来ES6,1754,蔚来,36.80,55.40,https://www.16888.com/127934/options/,202001
5,6,秦新能源,1690,比亚迪,12.99,17.48,https://www.16888.com/128198/options/,202001
6,7,WEY VV7新能源,1454,长城汽车,21.98,23.98,https://www.16888.com/128748/options/,202001
7,8,元新能源,1434,比亚迪,0.00,0.00,https://www.16888.com/128065/options/,202001
8,9,名爵EZS纯电动,1429,上汽名爵,11.98,14.98,https://www.16888.com/128403/options/,202001
9,10,宝骏E100,1417,上汽通用五菱,4.98,5.48,https://www.16888.com/127573/options/,202001
10,11,北汽新能源EU,1400,北汽新能源,7.98,7.98,https://www.16888.com/127152/options/,202001
